CU_Name,CU_acro,DU_ID,CU_ID,Pop_Name,Pop_ID,Year,EstClass,TotalInfilled,StartYear,UseYear
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1995,INFILL,1.525821596,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1996,INFILL,3.361810205,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1997,INFILL,0.600323251,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1998,INFILL,0.360193951,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,1999,INFILL,3.048037083,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2000,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2001,RELATIVE ABUNDANCE (TYPE-3),5,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2002,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2003,RELATIVE ABUNDANCE (TYPE-3),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2004,RELATIVE ABUNDANCE (TYPE-3),8,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2005,RELATIVE ABUNDANCE (TYPE-4),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2006,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2007,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2008,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2009,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2010,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2011,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2012,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2013,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2014,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2015,RELATIVE ABUNDANCE (TYPE-4),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2016,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2017,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2018,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2019,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2021,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2022,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,CREIGHTON CREEK,812,2023,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER-UPPER,44742,1996,QualFiltered,NA,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER-UPPER,44742,1999,QualFiltered,NA,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER-UPPER,44742,2008,RELATIVE ABUNDANCE (TYPE-4),NA,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1975,RELATIVE ABUNDANCE (TYPE-4),5606,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1976,RELATIVE ABUNDANCE (TYPE-4),4445,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1977,RELATIVE ABUNDANCE (TYPE-4),3498,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1978,RELATIVE ABUNDANCE (TYPE-4),3974,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1979,RELATIVE ABUNDANCE (TYPE-4),3017,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1980,RELATIVE ABUNDANCE (TYPE-4),6180,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1981,RELATIVE ABUNDANCE (TYPE-4),3258,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1982,RELATIVE ABUNDANCE (TYPE-4),4737,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1983,RELATIVE ABUNDANCE (TYPE-4),2407,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1984,RELATIVE ABUNDANCE (TYPE-4),4679,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1985,RELATIVE ABUNDANCE (TYPE-4),7088,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1986,RELATIVE ABUNDANCE (TYPE-4),7876,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1987,RELATIVE ABUNDANCE (TYPE-4),4445,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1988,RELATIVE ABUNDANCE (TYPE-4),3246,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1989,RELATIVE ABUNDANCE (TYPE-4),4445,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1990,RELATIVE ABUNDANCE (TYPE-4),3017,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1991,RELATIVE ABUNDANCE (TYPE-4),3258,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1992,RELATIVE ABUNDANCE (TYPE-4),4148,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1993,RELATIVE ABUNDANCE (TYPE-4),4522,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1994,RELATIVE ABUNDANCE (TYPE-4),9193,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1995,TRUE ABUNDANCE (TYPE-2),4725,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1996,TRUE ABUNDANCE (TYPE-2),17072,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1997,TRUE ABUNDANCE (TYPE-2),9052,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1998,TRUE ABUNDANCE (TYPE-2),1220,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,1999,TRUE ABUNDANCE (TYPE-2),3303,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2000,TRUE ABUNDANCE (TYPE-2),4882,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2001,TRUE ABUNDANCE (TYPE-2),5745,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2002,TRUE ABUNDANCE (TYPE-2),9313,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2003,TRUE ABUNDANCE (TYPE-2),10910,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2004,TRUE ABUNDANCE (TYPE-2),9379,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2005,TRUE ABUNDANCE (TYPE-2),2602,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2006,TRUE ABUNDANCE (TYPE-2),4333,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2007,TRUE ABUNDANCE (TYPE-2),824,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2008,TRUE ABUNDANCE (TYPE-2),3468,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2009,TRUE ABUNDANCE (TYPE-2),334,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2010,TRUE ABUNDANCE (TYPE-2),2677,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2011,TRUE ABUNDANCE (TYPE-2),2050,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2012,TRUE ABUNDANCE (TYPE-2),4486,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2013,TRUE ABUNDANCE (TYPE-2),1920,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2014,TRUE ABUNDANCE (TYPE-2),6186,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2015,TRUE ABUNDANCE (TYPE-2),3303,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2016,TRUE ABUNDANCE (TYPE-2),1231,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2017,TRUE ABUNDANCE (TYPE-2),694,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2018,TRUE ABUNDANCE (TYPE-2),311,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2019,TRUE ABUNDANCE (TYPE-2),1657,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,NICOLA RIVER,46176,2020,TRUE ABUNDANCE (TYPE-2),2491,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1975,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1976,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1977,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1978,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1979,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1980,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1981,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1982,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1983,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1984,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1985,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1986,INFILL,553.6400782,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1987,INFILL,217.4494334,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1988,INFILL,209.380957,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1989,INFILL,267.8174965,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1990,INFILL,163.8060482,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1991,INFILL,240.8560036,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1992,INFILL,282.8759896,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1993,INFILL,327.132781,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1994,INFILL,659.2983741,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1995,INFILL,698.4424675,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1996,INFILL,1009.677953,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1997,INFILL,851.104432,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1998,RELATIVE ABUNDANCE (TYPE-4),373,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,1999,RELATIVE ABUNDANCE (TYPE-4),52,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2000,RELATIVE ABUNDANCE (TYPE-4),668,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2001,RELATIVE ABUNDANCE (TYPE-4),603,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2002,RELATIVE ABUNDANCE (TYPE-4),869,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2003,RELATIVE ABUNDANCE (TYPE-4),1170,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2004,RELATIVE ABUNDANCE (TYPE-4),1866,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2005,RELATIVE ABUNDANCE (TYPE-4),178,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2006,RELATIVE ABUNDANCE (TYPE-4),529,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2007,RELATIVE ABUNDANCE (TYPE-4),15,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2008,RELATIVE ABUNDANCE (TYPE-4),168,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2009,RELATIVE ABUNDANCE (TYPE-4),138,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2010,RELATIVE ABUNDANCE (TYPE-4),206,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2011,RELATIVE ABUNDANCE (TYPE-4),32,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2012,RELATIVE ABUNDANCE (TYPE-4),648,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2013,RELATIVE ABUNDANCE (TYPE-4),335,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2014,RELATIVE ABUNDANCE (TYPE-4),1117,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2015,RELATIVE ABUNDANCE (TYPE-4),240,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2016,RELATIVE ABUNDANCE (TYPE-4),268,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2017,RELATIVE ABUNDANCE (TYPE-4),68,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2018,RELATIVE ABUNDANCE (TYPE-4),82,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2019,RELATIVE ABUNDANCE (TYPE-4),237,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2020,RELATIVE ABUNDANCE (TYPE-4),212,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2021,RELATIVE ABUNDANCE (TYPE-4),166,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2022,INFILL,376.1028408,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,SPIUS CREEK,46186,2023,INFILL,495.1328393,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1975,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1976,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1977,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1978,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1979,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1980,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1981,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1982,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1983,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1984,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1985,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1986,INFILL,554.0726095,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1987,INFILL,217.6193158,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1988,INFILL,209.5445359,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1989,INFILL,268.026729,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1990,INFILL,163.9340217,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1991,INFILL,241.0441724,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1992,INFILL,283.0969865,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,COLDWATER RIVER,46196,1993,INFILL,327.3883535,1986,TRUE
