CU_Name,CU_acro,DU_ID,CU_ID,Pop_Name,Pop_ID,Year,EstClass,TotalInfilled,StartYear,UseYear
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,1994,QualFiltered,NA,1995,FALSE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,1995,INFILL,134.1919941,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,1996,INFILL,295.6623607,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,1997,INFILL,52.79685013,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,1998,INFILL,31.67811008,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,1999,RELATIVE ABUNDANCE (TYPE-4),256,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2000,RELATIVE ABUNDANCE (TYPE-3),49,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2001,RELATIVE ABUNDANCE (TYPE-3),258,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2002,INFILL,152.6139678,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2003,RELATIVE ABUNDANCE (TYPE-3),194,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2004,INFILL,101.0551949,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2005,RELATIVE ABUNDANCE (TYPE-4),72,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2006,RELATIVE ABUNDANCE (TYPE-4),186,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2007,INFILL,0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2008,RELATIVE ABUNDANCE (TYPE-4),71,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2009,RELATIVE ABUNDANCE (TYPE-3),25,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2010,RELATIVE ABUNDANCE (TYPE-3),135,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2011,RELATIVE ABUNDANCE (TYPE-3),8,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2012,RELATIVE ABUNDANCE (TYPE-3),9,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2013,RELATIVE ABUNDANCE (TYPE-3),165,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2014,RELATIVE ABUNDANCE (TYPE-3),82,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2015,RELATIVE ABUNDANCE (TYPE-3),128,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2016,RELATIVE ABUNDANCE (TYPE-4),6,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2017,RELATIVE ABUNDANCE (TYPE-3),9,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2018,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2019,INFILL,0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2021,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2022,RELATIVE ABUNDANCE (TYPE-4),15,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,BESSETTE CREEK,46548,2023,INFILL,4.124701834,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,1995,RELATIVE ABUNDANCE (TYPE-4),50,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,1996,RELATIVE ABUNDANCE (TYPE-3),125,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,1997,RELATIVE ABUNDANCE (TYPE-3),5,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,1998,RELATIVE ABUNDANCE (TYPE-3),15,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,1999,RELATIVE ABUNDANCE (TYPE-3),136,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2000,RELATIVE ABUNDANCE (TYPE-3),31,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2001,RELATIVE ABUNDANCE (TYPE-3),118,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2002,RELATIVE ABUNDANCE (TYPE-3),68,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2003,RELATIVE ABUNDANCE (TYPE-3),5,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2004,RELATIVE ABUNDANCE (TYPE-3),23,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2005,RELATIVE ABUNDANCE (TYPE-4),91,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2006,RELATIVE ABUNDANCE (TYPE-3),68,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2007,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2008,RELATIVE ABUNDANCE (TYPE-4),6,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2009,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2010,RELATIVE ABUNDANCE (TYPE-3),49,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2011,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2012,RELATIVE ABUNDANCE (TYPE-3),5,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2013,RELATIVE ABUNDANCE (TYPE-3),22,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2014,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2015,RELATIVE ABUNDANCE (TYPE-3),14,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2016,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2017,RELATIVE ABUNDANCE (TYPE-3),5,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2018,INFILL,1.105234411,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2019,INFILL,0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2021,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2022,RELATIVE ABUNDANCE (TYPE-4),8,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,DUTEAU CREEK,46568,2023,RELATIVE ABUNDANCE (TYPE-3),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,1995,INFILL,13.54166667,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,1996,RELATIVE ABUNDANCE (TYPE-4),15,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,1997,RELATIVE ABUNDANCE (TYPE-3),20,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,1998,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,1999,RELATIVE ABUNDANCE (TYPE-4),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2000,RELATIVE ABUNDANCE (TYPE-3),11,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2001,RELATIVE ABUNDANCE (TYPE-3),78,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2002,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2003,RELATIVE ABUNDANCE (TYPE-3),6,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2004,RELATIVE ABUNDANCE (TYPE-3),18,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2005,RELATIVE ABUNDANCE (TYPE-3),14,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2006,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2007,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2008,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2009,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2010,RELATIVE ABUNDANCE (TYPE-3),18,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2011,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2012,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2013,RELATIVE ABUNDANCE (TYPE-3),8,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2014,RELATIVE ABUNDANCE (TYPE-3),11,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2015,RELATIVE ABUNDANCE (TYPE-3),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2016,INFILL,0.437491684,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2017,RELATIVE ABUNDANCE (TYPE-3),3,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2018,INFILL,0.29933432,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2019,INFILL,0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2021,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2022,RELATIVE ABUNDANCE (TYPE-4),2,1995,TRUE
South Thompson-Bessette Creek_SU_1.2,STh-BESS,DU14,CK-16,HARRIS CREEK,46578,2023,RELATIVE ABUNDANCE (TYPE-4),0,1995,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1975,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1976,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1977,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1978,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1979,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1980,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1981,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1982,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1983,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1984,QualFiltered,NA,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1985,RELATIVE ABUNDANCE (TYPE-4),597,1986,FALSE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1986,RELATIVE ABUNDANCE (TYPE-4),358,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1987,RELATIVE ABUNDANCE (TYPE-4),60,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1988,RELATIVE ABUNDANCE (TYPE-4),191,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1989,RELATIVE ABUNDANCE (TYPE-4),776,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1990,RELATIVE ABUNDANCE (TYPE-4),119,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1991,RELATIVE ABUNDANCE (TYPE-4),24,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1992,RELATIVE ABUNDANCE (TYPE-4),14,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1993,RELATIVE ABUNDANCE (TYPE-4),48,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1994,RELATIVE ABUNDANCE (TYPE-4),1218,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1995,RELATIVE ABUNDANCE (TYPE-4),1911,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1996,RELATIVE ABUNDANCE (TYPE-4),1163,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1997,TRUE ABUNDANCE (TYPE-1),480,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1998,RELATIVE ABUNDANCE (TYPE-4),377,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,1999,TRUE ABUNDANCE (TYPE-1),222,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2000,TRUE ABUNDANCE (TYPE-1),611,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2001,TRUE ABUNDANCE (TYPE-1),403,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2002,TRUE ABUNDANCE (TYPE-1),503,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2003,RELATIVE ABUNDANCE (TYPE-4),198,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2004,TRUE ABUNDANCE (TYPE-1),152,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2005,RELATIVE ABUNDANCE (TYPE-4),96,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2006,RELATIVE ABUNDANCE (TYPE-4),753,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2007,RELATIVE ABUNDANCE (TYPE-4),43,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2008,RELATIVE ABUNDANCE (TYPE-4),227,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2009,RELATIVE ABUNDANCE (TYPE-4),14,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2010,RELATIVE ABUNDANCE (TYPE-4),368,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2011,RELATIVE ABUNDANCE (TYPE-4),172,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2012,RELATIVE ABUNDANCE (TYPE-4),452,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2013,RELATIVE ABUNDANCE (TYPE-4),280,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2014,RELATIVE ABUNDANCE (TYPE-3),690,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2015,RELATIVE ABUNDANCE (TYPE-3),191,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2016,RELATIVE ABUNDANCE (TYPE-4),370,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2017,RELATIVE ABUNDANCE (TYPE-3),60,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2018,RELATIVE ABUNDANCE (TYPE-3),108,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2019,RELATIVE ABUNDANCE (TYPE-3),213,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2020,RELATIVE ABUNDANCE (TYPE-4),253,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2021,RELATIVE ABUNDANCE (TYPE-4),327,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2022,RELATIVE ABUNDANCE (TYPE-4),165,1986,TRUE
Lower Thompson_SP_1.2,LTh,DU15,CK-17,LOUIS CREEK,46598,2023,RELATIVE ABUNDANCE (TYPE-3),607,1986,TRUE
